City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Sealy,44042,Texas,9.1,6.4,9.4,6.4,8.9,7.8,9.5,8.9,13.8,9.9,6.9,6.4,3.1,6181
La Marque,44040,Texas,7.8,7.8,7.5,7.8,6.8,6.5,12.9,9.1,14.6,13.1,7.9,4.3,1.8,14981
Forest Hill,43949,Texas,6.2,10.5,8.0,10.5,9.6,6.0,11.8,14.5,11.8,10.6,6.8,3.3,1.2,12612
Buffalo Gap,43929,Texas,3.4,5.0,4.0,5.0,3.2,3.4,14.5,5.8,13.2,19.3,13.7,13.5,1.1,379
Seagraves,43924,Texas,12.9,10.6,7.8,10.6,6.1,7.2,12.7,12.1,10.1,10.0,6.5,3.3,0.7,2544
Weimar,43837,Texas,6.2,11.2,7.7,11.2,6.8,3.7,8.6,13.7,14.4,11.8,7.4,6.0,2.7,2276
Caldwell,43831,Texas,6.7,7.7,3.9,7.7,8.4,2.2,13.1,13.6,14.1,10.3,9.6,7.1,3.5,4179
Stratford,43804,Texas,6.3,10.7,9.8,10.7,8.1,5.3,11.7,12.9,13.2,9.4,7.2,3.6,1.6,2223
Haltom City,43792,Texas,7.7,7.5,8.3,7.5,7.1,7.8,14.5,12.8,13.9,9.6,6.6,3.2,1.0,43259
Markham,43787,Texas,5.6,7.8,5.2,7.8,3.7,6.3,9.5,18.7,7.5,13.9,11.9,6.0,3.9,1242
Longview,43767,Texas,7.8,7.3,6.7,7.3,6.8,7.7,14.6,12.1,12.7,10.7,6.4,5.2,2.1,82030
Wichita Falls,43751,Texas,6.5,6.8,5.9,6.8,8.3,10.8,14.8,11.3,12.5,10.9,6.3,4.1,1.9,104771
Big Spring,43750,Texas,6.7,7.3,5.5,7.3,6.2,7.7,16.9,15.0,12.9,10.3,5.9,3.8,1.7,27768
Cottonwood Shores,43750,Texas,5.3,7.8,9.1,7.8,10.7,5.9,15.3,14.8,19.3,4.8,4.5,1.6,1.1,1408
Eldorado,43750,Texas,7.5,6.5,8.7,6.5,8.8,6.4,9.8,10.7,12.6,19.9,5.4,3.4,0.5,1925
Trenton,43750,Texas,7.5,5.7,3.8,5.7,11.1,2.5,18.3,11.5,13.3,13.7,8.5,2.8,1.3,845
Seagoville,43713,Texas,6.6,9.3,7.0,9.3,4.2,3.8,19.8,18.0,13.2,10.0,4.8,2.2,1.3,15379
Clute,43689,Texas,8.5,9.2,6.4,9.2,7.4,8.3,17.3,13.1,11.7,8.3,5.2,3.2,1.5,11277
Princeton,43681,Texas,7.2,8.1,10.9,8.1,7.7,4.0,17.4,18.5,9.6,7.1,6.0,3.4,0.1,7520
Ennis,43634,Texas,6.0,9.8,9.7,9.8,7.6,7.6,12.7,14.5,10.8,10.1,6.1,3.2,1.9,18674
Clifton,43618,Texas,5.5,10.0,6.8,10.0,5.0,3.7,9.1,10.1,13.3,11.5,8.6,11.5,4.8,3400
Mission,43592,Texas,9.0,9.5,10.4,9.5,9.0,5.9,12.0,14.3,10.1,8.6,6.2,3.7,1.3,80538
Galena Park,43586,Texas,6.0,8.7,10.0,8.7,10.4,6.6,12.7,15.2,14.4,7.6,3.6,3.1,1.8,11093
Lexington,43571,Texas,8.5,6.4,13.7,6.4,8.7,7.0,14.4,10.6,13.3,7.3,7.0,2.3,1.0,1551
Florence,43553,Texas,6.8,5.6,3.9,5.6,8.1,11.0,16.2,10.5,16.5,8.1,7.6,2.1,3.8,918
Agua Dulce,43542,Texas,4.6,4.7,7.5,4.7,9.1,7.3,6.8,13.0,15.1,18.4,4.7,5.7,3.1,722
Lake City,43542,Texas,9.5,8.2,3.5,8.2,8.6,2.3,11.1,17.7,9.0,15.0,6.8,7.0,1.4,487
Brenham,43506,Texas,5.0,5.9,6.3,5.9,13.3,6.4,10.3,11.7,13.4,9.3,9.1,5.1,4.2,16029
Mcallen,43476,Texas,7.7,8.4,7.8,8.4,8.1,7.1,14.2,14.1,12.0,9.6,6.3,3.2,1.4,135048
Farwell,43368,Texas,9.8,4.7,8.6,4.7,5.2,7.2,11.7,11.2,15.2,9.7,7.5,7.0,2.4,1741
Dallas,43359,Texas,8.2,7.6,6.5,7.6,6.1,7.9,18.4,14.0,12.4,9.7,5.2,2.8,1.2,1240985
D Hanis,43333,Texas,6.7,4.1,6.8,4.1,12.3,5.5,8.5,6.3,17.2,11.9,11.0,7.5,2.2,1038
Oglesby,43333,Texas,4.6,5.3,9.3,5.3,4.4,6.8,16.2,8.7,13.1,10.8,11.6,6.5,2.7,474
Scottsville,43333,Texas,12.2,4.4,10.2,4.4,2.9,12.7,11.5,11.7,12.4,10.2,7.3,2.2,2.2,410
Payne Springs,43281,Texas,6.2,6.0,2.8,6.0,3.9,3.2,16.7,21.5,9.7,11.4,10.8,6.3,1.5,780
Itasca,43264,Texas,6.6,5.5,8.4,5.5,6.1,6.7,13.4,9.7,13.5,17.9,7.0,3.9,1.2,1780
La Coste,43229,Texas,7.8,9.9,7.3,9.9,5.6,3.6,12.5,9.2,15.5,10.6,10.9,3.8,3.4,1135
Thorndale,43214,Texas,3.4,11.9,5.4,11.9,6.9,8.7,9.3,13.0,15.5,9.2,7.9,5.3,3.7,1495
Navasota,43198,Texas,5.2,8.0,9.5,8.0,3.7,8.1,17.4,12.5,9.6,12.0,6.6,5.5,1.9,7215
Montgomery,43125,Texas,5.6,9.9,8.1,9.9,8.6,3.3,6.6,14.9,18.3,9.6,12.1,2.0,1.1,639
Vega,43125,Texas,3.7,6.3,9.2,6.3,6.9,3.8,9.4,13.0,15.6,14.3,11.2,4.1,2.6,813
Kenedy,43072,Texas,6.2,9.2,7.0,9.2,4.5,9.1,14.0,8.1,14.3,12.3,5.5,7.8,2.1,3385
Anton,43056,Texas,7.5,11.2,10.4,11.2,6.4,7.7,12.7,7.3,15.1,10.6,5.8,4.5,0.9,1280
Knollwood,43036,Texas,0.3,1.7,7.4,1.7,2.2,6.6,28.3,9.9,17.9,6.9,13.5,5.0,0.6,364
Alvarado,43026,Texas,6.1,8.4,6.8,8.4,7.5,5.2,16.2,17.8,8.8,9.7,9.0,2.8,1.8,3832
Whiteface,43021,Texas,9.0,11.3,8.3,11.3,5.0,1.5,16.0,10.5,16.8,8.8,4.8,6.0,2.3,400
Los Fresnos,42986,Texas,6.8,9.0,8.3,9.0,11.7,12.8,10.0,11.1,11.8,7.6,5.2,4.9,0.7,6164
Colmesneil,42981,Texas,2.4,6.9,9.3,6.9,8.3,2.9,1.4,13.6,14.1,18.0,19.6,2.4,1.2,582
Liberty,42931,Texas,6.8,10.8,6.8,10.8,4.6,5.9,16.0,11.6,10.1,12.5,8.0,5.4,1.7,8696
San Angelo,42855,Texas,7.2,7.2,5.4,7.2,7.7,10.5,15.2,10.1,11.6,11.2,7.2,5.2,1.6,96177
Sherman,42820,Texas,6.8,7.8,6.8,7.8,7.8,9.0,14.3,11.5,12.6,10.3,7.2,4.3,1.7,39119
Borger,42792,Texas,7.3,7.7,7.6,7.7,7.3,6.3,13.3,12.8,13.6,10.5,6.9,4.9,2.0,13121
Abilene,42766,Texas,7.4,6.6,5.4,6.6,7.6,11.9,16.0,10.9,11.8,9.9,6.3,4.4,1.8,120776
Tyler,42752,Texas,6.5,6.4,6.9,6.4,7.4,9.9,14.5,11.5,11.4,10.7,7.0,5.0,2.7,99344
New Summerfield,42656,Texas,11.9,8.0,6.0,8.0,13.9,7.7,18.9,12.0,11.3,5.2,3.3,1.6,0.3,1686
Rice,42656,Texas,5.0,8.7,10.2,8.7,19.1,3.0,9.7,17.0,12.7,9.0,3.5,1.8,0.4,1072
Knox City,42647,Texas,5.0,5.3,13.5,5.3,10.1,1.5,10.1,13.1,10.9,10.7,11.2,7.3,1.4,1144
Grandview,42639,Texas,7.4,7.5,8.8,7.5,8.3,3.5,13.4,10.9,15.3,12.3,5.1,4.5,3.1,1463
River Oaks,42622,Texas,9.4,8.3,8.3,8.3,6.7,6.9,16.8,13.4,8.7,11.5,6.1,2.1,1.9,7575
Granbury,42608,Texas,6.7,3.5,6.0,3.5,6.7,7.2,11.8,7.6,9.3,12.7,10.7,11.2,6.7,8496
Port Lavaca,42598,Texas,8.8,8.9,5.6,8.9,7.0,7.9,13.9,11.6,12.5,9.9,7.3,4.8,1.9,12289
Van,42560,Texas,9.9,7.3,5.6,7.3,7.6,6.7,13.7,11.5,11.7,13.2,5.6,5.4,1.8,2642
Skidmore,42548,Texas,3.7,3.2,1.2,3.2,6.1,17.0,12.9,5.5,13.4,14.6,8.2,14.0,0.3,1055
Edinburg,42498,Texas,9.2,8.6,8.0,8.6,9.5,9.9,14.7,13.5,11.5,7.3,4.2,2.5,1.0,79002
El Campo,42491,Texas,7.9,9.7,7.5,9.7,6.3,6.4,11.6,12.2,12.1,10.4,7.8,5.8,2.5,11549
Nolanville,42439,Texas,15.1,9.8,6.9,9.8,7.6,6.4,21.2,12.1,12.9,4.2,2.4,0.7,0.7,4429
Plainview,42419,Texas,9.5,8.5,7.9,8.5,8.0,8.6,13.1,11.4,11.5,9.0,6.6,4.5,1.3,21952
Seadrift,42393,Texas,8.3,9.9,5.8,9.9,10.6,9.8,9.4,14.4,12.0,8.6,8.2,1.6,1.4,1677
Dublin,42381,Texas,9.4,7.5,7.9,7.5,9.0,6.8,14.2,10.6,16.5,7.6,4.7,3.7,2.1,3658
Pleak,42330,Texas,18.6,3.6,6.8,3.6,2.5,9.8,5.3,10.3,9.7,15.8,11.1,5.0,1.5,1260
Port Aransas,42224,Texas,1.0,4.1,7.3,4.1,6.7,4.4,4.2,15.0,13.6,18.6,15.8,7.2,2.2,3677
Humble,42129,Texas,7.7,6.6,6.2,6.6,6.1,10.1,13.6,14.6,15.0,9.1,5.8,3.3,2.1,15402
Tomball,42070,Texas,10.3,6.8,7.9,6.8,6.7,6.5,10.5,11.1,9.0,12.8,8.0,5.8,4.6,11030
Vidor,42066,Texas,8.7,6.8,5.8,6.8,5.1,6.3,15.7,13.6,12.2,13.2,7.2,4.0,1.5,10844
West Orange,42065,Texas,2.8,6.4,6.5,6.4,4.2,3.8,16.8,13.3,14.3,13.9,8.9,6.9,2.3,3460
El Paso,42037,Texas,7.8,7.6,7.9,7.6,7.9,8.2,13.9,12.7,12.5,10.1,6.2,4.0,1.4,669771
Shamrock,42021,Texas,7.9,4.6,4.1,4.6,7.3,6.0,12.2,9.3,17.7,12.5,10.8,5.6,1.9,1906
Lytle,42010,Texas,3.2,8.9,7.7,8.9,7.0,5.0,13.0,13.6,15.1,12.6,5.8,6.3,1.7,3025
Amherst,41953,Texas,6.0,12.5,10.9,12.5,5.4,6.3,10.6,14.1,10.1,9.1,4.9,5.6,4.5,949
Marquez,41944,Texas,4.8,2.6,4.8,2.6,11.9,5.6,13.0,14.1,15.2,11.1,5.6,10.4,1.1,270
Italy,41890,Texas,8.1,7.1,7.5,7.1,9.5,4.7,15.3,13.4,11.0,8.1,8.7,6.1,0.5,1888
Columbus,41833,Texas,2.5,10.6,5.0,10.6,6.2,7.0,6.5,9.8,16.7,10.4,11.1,7.4,6.8,3658
New Deal,41780,Texas,8.2,3.7,14.0,3.7,7.3,4.4,9.5,9.2,16.9,12.7,9.2,3.6,1.2,779
Whitewright,41758,Texas,5.8,9.7,6.3,9.7,8.5,3.6,11.7,13.8,14.5,11.7,7.8,4.9,1.7,1944
Marfa,41719,Texas,7.4,5.6,4.4,5.6,8.6,3.4,11.3,10.9,10.8,17.7,12.2,5.1,2.5,2124
Valley Mills,41719,Texas,5.0,7.6,9.5,7.6,8.6,7.7,13.5,14.6,11.1,11.2,6.2,1.2,3.8,1449
Whitney,41719,Texas,4.8,13.5,6.5,13.5,6.1,5.2,11.7,11.6,12.3,7.9,9.1,7.1,4.1,2277
South Padre Island,41714,Texas,2.2,2.9,1.7,2.9,2.5,4.2,2.1,10.0,15.5,27.3,18.0,13.2,0.4,2886
Bovina,41700,Texas,12.1,10.4,5.5,10.4,8.0,13.2,14.2,8.0,14.3,5.0,4.2,4.5,0.7,1784
North Pearsall,41630,Texas,7.1,9.9,9.9,9.9,10.0,5.3,5.1,8.2,16.9,9.7,12.3,4.0,1.6,730
Poynor,41625,Texas,2.9,3.6,8.0,3.6,12.7,4.4,7.3,23.3,11.3,16.0,5.8,2.2,2.6,275
Alice,41621,Texas,9.5,6.7,9.5,6.7,7.2,7.0,13.3,12.2,10.9,11.5,7.2,3.7,1.5,19358
Malone,41563,Texas,8.6,12.3,7.8,12.3,2.5,2.1,14.3,8.6,8.6,16.0,4.9,13.5,0.8,244
Carlsbad,41528,Texas,8.1,8.1,10.5,8.1,7.3,7.8,18.7,14.0,11.0,5.7,4.6,2.9,1.4,770
Bandera,41522,Texas,8.5,12.8,5.7,12.8,2.8,4.4,16.2,8.0,10.6,14.6,6.5,2.6,7.5,1127
Henderson,41509,Texas,7.1,5.9,5.0,5.9,5.2,7.6,15.5,15.5,14.2,10.3,6.4,4.9,2.4,13723
Orange,41494,Texas,7.2,6.0,5.3,6.0,8.5,8.3,12.2,10.6,13.1,12.7,8.5,5.0,2.7,18810
Fulton,41464,Texas,2.9,6.0,2.5,6.0,5.1,5.6,9.8,12.5,10.7,13.2,19.7,10.8,1.4,1225
Farmersville,41461,Texas,5.9,3.0,8.5,3.0,4.7,8.4,12.4,15.0,13.1,15.4,6.8,1.8,5.2,3393
Sour Lake,41450,Texas,4.7,5.5,8.8,5.5,5.7,7.5,14.0,9.7,14.0,15.0,9.6,4.3,1.1,1598
Hidalgo,41386,Texas,9.8,11.1,9.5,11.1,11.6,7.6,11.7,13.7,11.1,6.5,4.4,2.3,0.7,13063
Berryville,41250,Texas,6.2,7.5,5.2,7.5,7.2,3.6,12.3,10.0,14.0,14.3,13.3,5.7,0.8,1043
Lakewood Heights,41250,Texas,13.1,8.5,1.8,8.5,2.1,4.2,17.0,9.2,4.2,13.4,8.1,13.1,5.3,283
Lone Oak,41250,Texas,11.3,8.9,8.3,8.9,4.6,4.0,19.4,9.7,14.7,9.3,4.4,4.6,0.8,496
Moran,41250,Texas,3.3,2.3,5.3,2.3,4.9,11.5,15.1,12.5,21.0,10.8,8.2,2.6,2.6,305
Petrolia,41250,Texas,7.4,7.4,1.2,7.4,6.0,6.6,11.8,8.0,18.4,12.9,12.3,7.1,0.9,651
Richland Springs,41250,Texas,5.1,11.8,12.1,11.8,9.3,0.9,4.8,19.3,9.6,9.9,8.4,4.2,4.5,332
Sanderson,41250,Texas,2.7,2.1,7.0,2.1,4.6,1.5,10.3,20.2,11.4,13.4,12.3,9.5,5.0,746
Monahans,41221,Texas,7.5,8.3,7.9,8.3,8.0,7.2,13.1,10.9,12.3,10.4,7.1,5.5,1.8,7204
Anson,41213,Texas,6.1,14.4,11.7,14.4,7.4,3.3,8.2,11.7,9.2,11.9,8.3,5.5,2.3,2069
Jacksboro,41179,Texas,6.3,5.9,5.4,5.9,5.0,11.5,17.4,13.9,13.3,10.1,5.2,3.2,2.9,4481
Terrell,41154,Texas,9.3,8.8,5.9,8.8,6.2,7.4,12.6,13.3,10.8,12.1,7.7,3.9,2.1,16146
Buffalo,41149,Texas,8.7,8.4,8.1,8.4,12.0,4.8,9.0,12.3,12.2,9.8,9.8,4.2,0.7,2198
Del Rio,41110,Texas,8.4,8.5,8.3,8.5,7.4,6.2,13.6,12.0,12.2,9.6,7.2,4.9,1.8,36081
Canyon,41080,Texas,6.9,7.1,4.9,7.1,11.9,15.4,14.4,10.5,9.2,9.7,5.8,2.3,1.8,13882
Gallatin,40938,Texas,2.5,2.5,2.8,2.5,3.2,8.5,12.0,6.0,36.8,14.1,5.3,5.7,0.7,283
Hereford,40924,Texas,10.7,8.4,9.9,8.4,8.0,7.4,13.5,11.6,10.3,9.4,5.3,3.8,1.8,15330
Gladewater,40776,Texas,11.8,5.6,3.2,5.6,4.4,12.3,7.0,10.3,17.1,13.4,8.0,4.4,2.6,6461
Muleshoe,40707,Texas,6.7,12.8,9.8,12.8,7.8,5.2,11.3,16.2,5.2,12.1,6.6,3.1,3.2,5161
Somerville,40673,Texas,6.1,4.1,4.2,4.1,7.5,7.8,7.6,6.7,15.7,19.9,12.5,6.9,1.1,1430
Tool,40673,Texas,6.9,3.3,3.4,3.3,5.4,7.1,6.2,7.8,17.5,18.0,14.6,5.9,3.8,2581
Comfort,40657,Texas,10.0,6.2,8.9,6.2,13.9,7.6,3.7,18.0,9.4,8.8,8.9,2.5,2.1,3208
Three Rivers,40655,Texas,6.4,5.6,8.6,5.6,4.1,6.3,16.7,8.3,11.8,10.7,9.7,7.6,4.3,1590
Chester,40625,Texas,11.4,8.2,7.6,8.2,3.5,2.6,14.4,7.0,8.8,14.1,17.0,4.1,1.2,341
Ross,40625,Texas,2.2,5.7,6.5,5.7,11.5,8.2,7.9,14.3,7.9,17.9,11.1,4.3,2.5,279
Centerville,40515,Texas,5.8,3.8,8.8,3.8,5.0,2.2,15.6,10.6,14.4,10.5,6.8,12.1,4.4,1027
Nash,40505,Texas,12.7,6.5,8.4,6.5,6.1,9.1,21.6,9.6,6.5,8.9,6.1,2.6,2.1,3060
Gatesville,40480,Texas,4.3,4.2,6.0,4.2,3.1,7.4,22.8,21.7,16.1,7.5,4.0,2.3,0.8,15946
Happy,40469,Texas,10.1,13.5,4.8,13.5,5.1,5.2,14.1,11.3,12.2,7.9,11.0,3.0,1.8,764
Flatonia,40438,Texas,8.6,7.4,4.2,7.4,7.4,4.5,7.6,14.0,20.4,6.6,9.4,5.6,4.2,1575
Palmview,40427,Texas,6.6,9.3,12.3,9.3,11.9,6.4,10.3,13.7,13.4,10.0,2.6,2.1,1.5,5577
Moody,40417,Texas,3.5,6.1,6.1,6.1,7.7,8.4,9.6,11.7,17.5,12.0,9.7,5.8,1.9,1614
Riviera,40313,Texas,7.3,9.7,7.1,9.7,11.5,8.7,7.1,13.9,10.0,11.7,10.7,1.3,1.2,751
Lockney,40298,Texas,5.3,9.2,7.4,9.2,10.5,4.4,8.1,10.9,10.8,12.9,10.5,7.2,2.8,1878
Mineola,40266,Texas,6.9,5.9,9.9,5.9,6.7,6.8,9.3,8.8,11.8,10.5,9.8,8.4,5.2,4514
Blanco,40222,Texas,12.1,8.8,6.1,8.8,8.6,4.8,10.6,11.6,14.9,9.1,7.0,3.7,2.8,2215
Carrizo Springs,40193,Texas,6.1,5.1,10.8,5.1,8.5,7.0,8.5,13.9,11.5,13.4,7.9,2.7,4.7,5662
Bowie,40171,Texas,7.8,7.2,6.5,7.2,6.5,7.0,15.1,9.1,10.1,11.0,8.3,8.4,3.0,5195
Ropesville,40139,Texas,8.2,6.7,7.9,6.7,6.2,3.0,15.6,12.4,7.9,8.9,10.2,10.4,2.5,403
Sudan,40119,Texas,10.3,7.7,12.2,7.7,6.5,4.7,10.1,12.3,9.3,13.1,5.6,6.6,1.7,1051
Bacliff,40041,Texas,10.3,8.5,9.0,8.5,7.3,3.8,15.9,15.8,11.4,9.9,6.2,1.3,0.6,8606
Woodson,40000,Texas,6.2,5.1,7.3,5.1,15.6,9.1,12.0,8.0,16.7,7.6,7.3,1.8,3.6,276
Sulphur Springs,39936,Texas,9.7,7.1,6.2,7.1,6.3,6.9,14.6,10.8,12.4,10.9,6.6,5.8,2.7,15673
Balch Springs,39874,Texas,10.4,10.0,11.0,10.0,8.5,8.6,13.0,13.9,10.6,7.8,3.8,2.2,0.4,24693
Devers,39861,Texas,10.8,8.4,5.1,8.4,5.7,6.4,7.7,14.1,16.1,12.8,6.8,3.5,2.6,454
Eustace,39861,Texas,9.1,9.0,5.0,9.0,12.7,8.9,11.1,12.7,13.1,7.3,5.6,4.5,1.0,1259
Hooks,39853,Texas,10.0,7.8,7.2,7.8,5.6,5.5,12.9,14.6,12.4,10.3,7.9,5.0,1.1,2762
Miles,39844,Texas,7.3,4.9,5.0,4.9,7.4,11.7,12.0,7.6,15.3,9.0,11.0,7.0,1.8,1090
Archer City,39750,Texas,4.8,7.6,8.8,7.6,7.7,4.0,10.1,10.4,14.3,14.8,10.4,4.7,2.5,1619
White Settlement,39747,Texas,6.9,9.0,6.1,9.0,5.5,6.1,16.6,11.5,13.7,12.1,7.0,3.9,1.6,16571
Stockdale,39722,Texas,11.6,8.0,8.5,8.0,4.2,3.5,18.7,8.9,10.5,9.8,7.4,6.7,2.3,1681
Lincoln Park,39688,Texas,11.1,1.7,2.8,1.7,2.1,8.3,14.9,11.1,17.7,16.3,6.6,2.8,4.5,288
Colorado City,39662,Texas,9.1,6.1,8.3,6.1,6.7,3.8,16.7,14.0,5.5,11.5,10.9,5.7,1.8,4118
Woodville,39652,Texas,7.0,7.5,7.1,7.5,5.2,6.0,11.7,12.0,9.9,12.9,6.8,8.0,6.0,2680
Graham,39619,Texas,7.4,6.8,8.1,6.8,5.9,7.3,11.8,10.7,13.7,12.0,6.4,6.3,3.8,8840
Lufkin,39606,Texas,7.2,6.8,6.8,6.8,7.2,9.1,12.3,11.3,12.4,11.3,7.1,5.3,3.0,35754
Chireno,39545,Texas,6.6,5.1,8.3,5.1,8.1,4.7,11.5,4.7,22.5,9.8,8.6,9.5,0.7,409
Snook,39531,Texas,2.1,9.3,4.4,9.3,10.3,4.4,11.2,9.1,16.0,17.5,11.2,2.1,2.3,474
Thornton,39531,Texas,2.4,3.1,3.4,3.1,5.5,4.0,6.7,10.1,19.5,15.9,17.7,10.7,1.2,328
Bronte,39444,Texas,3.7,5.9,3.6,5.9,9.3,6.4,10.0,14.3,10.5,7.3,14.4,10.3,4.5,896
Kingsland,39444,Texas,8.0,5.9,8.3,5.9,7.7,7.3,5.7,10.7,9.8,14.9,10.6,8.3,2.8,6581
Laredo,39408,Texas,9.9,9.6,9.5,9.6,8.9,7.7,13.8,13.7,10.9,7.9,4.7,2.5,1.0,245048
Streetman,39375,Texas,6.7,8.5,8.1,8.5,4.2,11.7,13.1,7.4,5.3,17.3,9.2,5.0,3.5,283
Childress,39329,Texas,4.3,7.0,8.7,7.0,7.1,9.5,21.0,13.5,10.0,6.0,6.4,4.9,1.7,6140
Canton,39325,Texas,5.9,4.9,4.8,4.9,6.8,9.0,14.2,11.9,10.9,14.1,9.7,4.7,3.2,3565
Sinton,39268,Texas,8.7,7.8,5.4,7.8,5.8,10.7,13.3,9.9,13.5,11.6,6.5,5.4,1.3,5678
Whitesboro,39261,Texas,3.0,5.0,10.3,5.0,4.6,10.4,7.1,15.7,17.7,9.8,8.7,5.4,2.3,3829
Bryan,39231,Texas,7.7,7.2,6.7,7.2,4.9,14.4,18.0,12.1,11.0,8.4,5.3,3.1,1.3,78368
Beaumont,39191,Texas,6.9,6.5,6.9,6.5,7.6,8.2,14.3,11.7,12.7,11.9,7.0,4.3,2.0,117543
Magnolia,39167,Texas,5.5,7.4,5.7,7.4,7.8,6.0,13.9,12.3,13.7,14.4,8.9,3.8,0.6,1428
Lamesa,39162,Texas,8.5,7.9,8.8,7.9,6.0,5.0,13.8,9.3,12.6,11.0,8.4,7.1,1.8,9365
Cockrell Hill,39139,Texas,7.3,9.6,8.8,9.6,9.8,8.3,16.2,11.3,13.0,9.1,2.9,2.3,1.5,4267
Roscoe,39125,Texas,4.1,9.1,8.0,9.1,10.6,7.8,7.3,13.3,8.7,15.4,6.4,7.8,1.4,1431
Garfield,39119,Texas,6.0,11.3,4.8,11.3,9.8,2.1,17.2,11.3,15.2,12.1,7.6,2.2,0.4,1576
Sheldon,39116,Texas,3.5,8.0,3.5,8.0,10.5,14.8,10.1,4.5,14.6,13.0,8.8,5.4,3.5,1585
Kerrville,39095,Texas,5.4,5.2,5.5,5.2,6.2,7.1,10.1,8.5,12.2,12.4,11.9,9.7,5.9,22560
Baird,39091,Texas,6.7,6.3,2.5,6.3,9.5,5.5,10.6,12.5,14.4,14.2,8.6,6.9,2.4,1775
Luling,39052,Texas,6.8,5.8,6.6,5.8,5.1,10.1,10.7,8.7,15.7,10.0,8.2,7.8,4.5,5569
Aransas Pass,39040,Texas,6.3,5.1,5.4,5.1,6.8,5.6,8.8,13.4,14.0,16.9,9.3,5.8,2.6,8287
Gregory,39018,Texas,7.1,8.2,8.9,8.2,9.1,8.9,7.6,13.8,14.4,11.2,5.3,4.3,1.2,2096
Camp Swift,39009,Texas,7.2,6.7,8.0,6.7,8.4,4.0,14.3,20.7,14.9,10.0,3.7,1.6,0.7,6184
Vernon,38953,Texas,7.3,7.9,5.8,7.9,6.4,7.4,13.0,11.2,12.3,13.2,8.0,6.2,1.5,11005
Meridian,38893,Texas,7.3,5.3,11.1,5.3,3.9,14.2,7.7,11.2,15.6,10.1,6.5,3.1,4.1,1692
Petersburg,38884,Texas,7.8,6.9,7.5,6.9,9.0,7.1,13.2,10.7,13.7,10.5,5.8,6.1,1.6,1224
Bay City,38859,Texas,8.0,8.0,6.6,8.0,7.9,6.4,13.4,10.6,13.6,13.7,7.1,3.6,1.2,17499
Livingston,38825,Texas,7.8,4.9,5.0,4.9,8.8,7.3,12.5,10.6,10.3,16.4,7.5,6.3,2.6,5245
Blossom,38810,Texas,6.8,3.9,4.8,3.9,8.8,7.4,12.4,16.5,15.4,8.5,8.8,5.1,1.7,1326
Texarkana,38810,Texas,7.0,7.0,6.4,7.0,6.7,7.7,13.9,11.9,13.3,12.0,6.4,4.9,2.7,36999
Buna,38798,Texas,7.2,15.8,6.8,15.8,3.1,2.3,11.1,8.7,14.0,16.2,6.8,6.9,1.0,2354
Cienegas Terrace,38750,Texas,12.3,9.8,7.0,9.8,8.9,15.1,12.0,13.8,6.7,6.7,3.9,2.8,0.9,3270
East Tawakoni,38750,Texas,4.3,4.4,3.4,4.4,7.8,4.1,7.1,10.4,19.0,17.0,14.4,7.8,0.3,935
New London,38750,Texas,6.4,10.2,6.2,10.2,4.5,4.7,15.6,11.9,14.5,10.9,10.4,3.1,1.7,1316
Kempner,38700,Texas,5.7,3.2,7.7,3.2,7.9,5.7,14.2,12.4,20.4,14.3,5.8,2.1,0.6,1133
Laguna Seca,38667,Texas,11.7,1.2,4.9,1.2,3.7,39.3,8.9,1.5,18.7,2.5,1.5,5.2,0.9,326
Corsicana,38536,Texas,9.3,7.4,6.9,7.4,7.4,7.2,12.9,13.0,11.3,11.3,6.9,4.5,2.0,23968
Murillo Colonia,38443,Texas,7.5,9.1,10.8,9.1,10.8,9.0,15.2,11.3,11.4,10.0,2.5,1.8,0.7,7454
Bartlett,38400,Texas,6.4,5.2,6.3,5.2,4.9,8.8,21.2,14.7,11.0,10.4,4.1,3.7,3.4,2068
Sansom Park,38368,Texas,8.0,10.0,8.8,10.0,5.6,5.8,16.5,11.7,17.6,7.5,4.5,1.7,2.2,4769
Mount Vernon,38328,Texas,7.3,5.4,10.4,5.4,6.3,4.0,15.2,10.4,14.0,13.0,5.5,6.0,2.6,2770
Groesbeck,38238,Texas,9.2,8.4,7.7,8.4,4.9,5.9,19.3,12.0,10.2,9.2,6.1,5.2,1.9,4325
Von Ormy,38229,Texas,8.4,7.3,9.4,7.3,9.6,9.2,11.9,8.9,14.1,7.4,8.2,4.4,1.3,1031
Rocksprings,38214,Texas,5.8,5.9,5.2,5.9,10.5,6.2,3.5,13.4,11.2,12.8,16.3,6.6,2.4,1414
Uhland,38199,Texas,8.1,14.3,8.8,14.3,12.9,3.6,10.5,13.5,16.9,6.4,3.8,0.7,0.5,1263
Quinlan,38194,Texas,8.2,6.2,5.6,6.2,8.7,7.1,11.1,13.6,14.4,10.9,7.8,3.9,2.5,1618
