Experiment,College,College_Abbrev,Town,County,State,Latitude,Longitude,Treatment,Preexisting_College,Politics,Existing_Site,Auction,Weather,Other,Year_Experiment,Year_Founded,Year_First_Class,Year_First_Graduates,Public,State_Flagship,Land_Grant,Technical_School,Normal_School,HBCU,Womens_College,Military_Academy,Loser_Receive_Consolation,Consolation_Prize,Value_Consolation,Value_State_Grant,Value_Local_Contribution,Local_Donate_Building,Votes_Received,Number of Ballots,Experiment_Quality
AlAMU,Alabama Agricultural and Mechanical University,AlAMU,Huntsville,Madison,Alabama,34.73,-86.585,1,1,1,,,,,1891,1875,1892,,1,,,,,1,,,,,,,,,,1,2
AlAMU,Alabama Agricultural and Mechanical University,AlAMU,Montgomery,Montgomery,Alabama,32.361667,-86.279167,0,1,1,,,,,1891,1875,1892,,1,,,,,1,,,,,,,,,,1,2
AlAMU,Alabama Agricultural and Mechanical University,AlAMU,Tuskeegee,Macon,Alabama,32.431389,-85.706667,0,1,1,,,,,1891,1875,1892,,1,,,,,1,,,,,,,,,,,1
AubU,Auburn University,AubU,Auburn,Lee,Alabama,32.597778,-85.480833,1,1,,1,,,,1872,1856,1859,,1,,1,,,,,,,,,,,1,,,2
AubU,Auburn University,AubU,Florence,Lauderdale,Alabama,34.820278,-87.662778,0,1,,1,,,,1872,1856,1859,,1,,1,,,,,,,,,,50000,1,,,2
AubU,Auburn University,AubU,Talladega,Talladega,Alabama,33.434722,-86.101389,0,,,1,,,,1872,1856,1859,,1,,1,,,,,,,,,,,,,,1
AubU,Auburn University,AubU,Tuscaloosa,Tuscaloosa,Alabama,33.206667,-87.534722,0,1,,1,,,,1872,1856,1859,,1,,1,,,,,,,,,,,1,,,2
LGMA,La Grange Military Academy,LGMA,La Grange,Franklin,Alabama,,,1,,,,,,1,1855,1830,1830,,,,,,,,,1,,,,,,,,,1
LGMA,La Grange Military Academy,LGMA,Florence,Lauderdale,Alabama,34.820278,-87.662778,0,,,,,,1,1855,1830,1830,,,,,,,,,1,,,,,,,,,1
TallC,Talladega College,TallC,Talladega,Talladega,Alabama,33.434722,-86.101389,1,,,1,,,,1866,1866,1867,,,,,,,1,,,,,,,,,,,1
TallC,Talladega College,TallC,Selma,Dallas,Alabama,32.416389,-87.024722,0,,,1,,,,1866,1866,1867,,,,,,,1,,,,,,,,,,,1
TallC,Talladega College,TallC,Montgomery,Montgomery,Alabama,32.361667,-86.279167,0,,,1,,,,1866,1866,1867,,,,,,,1,,,,,,,,,,,1
TallC,Talladega College,TallC,Mobile,Mobile,Alabama,30.694444,-88.043056,0,,,1,,,,1866,1866,1867,,,,,,,1,,,,,,,,,,,1
UAl,University of Alabama,UAl,Tuscaloosa,Tuscaloosa,Alabama,33.206667,-87.534722,1,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,2
UAl,University of Alabama,UAl,Montevallo,Shelby,Alabama,33.105,-86.862778,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,2
UAl,University of Alabama,UAl,Lagrange,Franklin,Alabama,,,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,2
UAl,University of Alabama,UAl,Athens,Limestone,Alabama,34.789722,-86.969444,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,2
UAl,University of Alabama,UAl,Bellfont,Jackson,Alabama,34.711111,-85.945278,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,2
UAl,University of Alabama,UAl,Gage's,Perry,Alabama,33.2454,-86.0008,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,1
UAl,University of Alabama,UAl,Greensborough,Greene,Alabama,32.702222,-87.596111,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,1
UAl,University of Alabama,UAl,Honeycomb Springs,Jackson,Alabama,,,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,1
UAl,University of Alabama,UAl,Somerville,Morgan,Alabama,34.47,-86.798889,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,1
UAl,University of Alabama,UAl,Moulton,Lawrence,Alabama,34.482222,-87.285556,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,1
UAl,University of Alabama,UAl,Davis,Autauga,Alabama,,,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,1
UAl,University of Alabama,UAl,Greenville,Butler,Alabama,31.831111,-86.6275,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,1
UAl,University of Alabama,UAl,Elyton,Jefferson,Alabama,33.5015,-86.8408,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,1
UAl,University of Alabama,UAl,Village Springs,Blount,Alabama,,,0,,,,1,,,1827,1818,1831,,1,1,,,,,,,,,,,,,,,1
UAkF,University of Alaska Fairbanks,UAkF,Fairbanks,Fairbanks North Star,Alaska,64.843611,-147.723056,1,,,1,,,,1917,1917,1922,1923,1,1,1,,,,,,,,,,,,,,1
UAkF,University of Alaska Fairbanks,UAkF,Seward,Kenai Peninsula,Alaska,60.124444,-149.433333,0,,1,1,,,,1917,1917,1922,1923,1,1,1,,,,,,,,,,,,,,1
UAkF,University of Alaska Fairbanks,UAkF,Kenai,Kenai Peninsula,Alaska,60.558611,-151.229722,0,,,1,,,,1917,1917,1922,1923,1,1,1,,,,,,,,,,,,,,1
UAkF,University of Alaska Fairbanks,UAkF,Kodiak,Kodiak Island,Alaska,57.793056,-152.394167,0,,,1,,,,1917,1917,1922,1923,1,1,1,,,,,,,,,,,,,,1
UAkF,University of Alaska Fairbanks,UAkF,Sitka,Sitka,Alaska,57.051561,-135.338642,0,,,1,,,,1917,1917,1922,1923,1,1,1,,,,,,,,,,,,,,1
UAkF,University of Alaska Fairbanks,UAkF,Cooper Center,Valdez-Cordova Census Area,Alaska,61.965278,-145.318333,0,,,1,,,,1917,1917,1922,1923,1,1,1,,,,,,,,,,,,,,1
UAkF,University of Alaska Fairbanks,UAkF,Rampart,Yukon-Koyukuk Census Area,Alaska,65.507222,-150.148611,0,,,1,,,,1917,1917,1922,1923,1,1,1,,,,,,,,,,,,,,1
AzSU,Arizona State University,AzSU,Tempe,Maricopa,Arizona,33.412778,-111.943056,1,,1,,,1,,1885,1885,1891,,1,1,,,,,,,1,Normal School,,5000,,,,,2
AzSU,Arizona State University,AzSU,Phoenix,Maricopa,Arizona,33.45,-112.066667,0,,1,,,1,,1885,1885,1891,,1,1,,,,,,,1,Asylum,,100000,,,,,2
AzSU,Arizona State University,AzSU,Florence,Pinal,Arizona,33.038611,-111.386944,0,,1,,,1,,1885,1885,1891,,1,1,,,,,,,1,Bridge,,12000,,,,,2
AzSU,Arizona State University,AzSU,Tucson,Pima,Arizona,32.221667,-110.926389,0,,1,,,1,,1885,1885,1891,,1,1,,,,,,,1,Public University,,2500,,,,,2
AzSU,Arizona State University,AzSU,Yuma,Yuma,Arizona,32.692222,-114.615278,0,,1,,,1,,1885,1885,1891,,1,1,,,,,,,1,Penitentiary,,,,,,,1
AzSU,Arizona State University,AzSU,Prescott,Yavapai,Arizona,34.54,-112.468611,0,,1,,,1,,1885,1885,1891,,1,,1,,,,,,1,Capital,,,,,,,1
UAz,University of Arizona,UAz,Tucson,Pima,Arizona,32.221667,-110.926389,1,,1,,,1,,1885,1885,1891,,1,,1,,,,,,1,Public University,,25000,,,,,2
UAz,University of Arizona,UAz,Phoenix,Maricopa,Arizona,33.45,-112.066667,0,,1,,,1,,1885,1885,1891,,1,,1,,,,,,1,Asylum,,100000,,,,,2
UAz,University of Arizona,UAz,Florence,Pinal,Arizona,33.038611,-111.386944,0,,1,,,1,,1885,1885,1891,,1,,1,,,,,,1,Bridge,,12000,,,,,2
UAz,University of Arizona,UAz,Tempe,Maricopa,Arizona,33.412778,-111.943056,0,,1,,,1,,1885,1885,1891,,1,,1,,,,,,1,Normal School,,5000,,,,,2
UAz,University of Arizona,UAz,Yuma,Yuma,Arizona,32.692222,-114.615278,0,,1,,,1,,1885,1885,1891,,1,,1,,,,,,1,Penitentiary,,,,,,,1
UAz,University of Arizona,UAz,Prescott,Yavapai,Arizona,34.54,-112.468611,0,,1,,,1,,1885,1885,1891,,1,,1,,,,,,1,Capital,,,,,,,1
ArTU,Arkansas Tech University,ArTU,Russellville,Pope,Arkansas,35.278333,-93.136944,1,,,,1,,,1910,1909,1910,,1,,,1,,,,,,,,,40000,,3,1,2
ArTU,Arkansas Tech University,ArTU,Fort Smith,Sebastian,Arkansas,35.368611,-94.398611,0,,,,1,,,1910,1909,1910,,1,,,1,,,,,,,,,40000,,0,1,2
ArTU,Arkansas Tech University,ArTU,Ozark,Franklin,Arkansas,35.492778,-93.837222,0,,,,1,,,1910,1909,1910,,1,,,1,,,,,,,,,40000,,1,1,2
ArTU,Arkansas Tech University,ArTU,Morrilton,Conway,Arkansas,35.156389,-92.741944,0,,,,1,,,1910,1909,1910,,1,,,1,,,,,,,,,46000,,1,1,2
ArTU,Arkansas Tech University,ArTU,Atkins,Pope,Arkansas,35.243611,-92.938333,0,,,,1,,,1910,1909,1910,,1,,,1,,,,,,,,,30000,,0,1,1
SArU,Southern Arkansas University,SArU,Magnolia,Columbia,Arkansas,33.274167,-93.233611,1,,,,1,,,1910,1909,1910,,1,,,,,,,,,,,,35000,,3,8,2
SArU,Southern Arkansas University,SArU,Hope,Hempstead,Arkansas,33.667778,-93.59,0,,,,1,,,1910,1909,1910,,1,,,,,,,,,,,,,,2,8,2
SArU,Southern Arkansas University,SArU,Mena,Polk,Arkansas,34.582222,-94.239167,0,,,,1,,,1910,1909,1910,,1,,,,,,,,,,,,40000,,0,8,2
SArU,Southern Arkansas University,SArU,Camden,Ouachita,Arkansas,33.570833,-92.835,0,,,,1,,,1910,1909,1910,,1,,,,,,,,,,,,,,0,8,2
SArU,Southern Arkansas University,SArU,Stephens,Ouachita,Arkansas,33.415,-93.068333,0,,,,1,,,1910,1909,1910,,1,,,,,,,,,,,,,,0,8,2
SArU,Southern Arkansas University,SArU,Bingen,Hempstead,Arkansas,33.9756677,-93.7840712,0,,,,1,,,1910,1909,1910,,1,,,,,,,,,,,,,,,,1
SArU,Southern Arkansas University,SArU,Prescott,Nevada,Arkansas,33.8025,-93.381944,0,,,,1,,,1910,1909,1910,,1,,,,,,,,,,,,,,,,1
UAr,University of Arkansas,UAr,Fayetteville,Washington,Arkansas,36.076389,-94.160833,1,,,,1,,,1871,1871,1872,,1,1,1,,,,,,,,,50000,125000,,,,2
UAr,University of Arkansas,UAr,Batesville,Independence,Arkansas,35.773611,-91.641389,0,,,,1,,,1871,1871,1872,,1,1,1,,,,,,,,,50000,69000,,,,2
UAr,University of Arkansas,UAr,Prairie Grove,Washington,Arkansas,35.976944,-94.316111,0,,,,1,,,1871,1871,1872,,1,1,1,,,,,,,,,50000,123265,,,,2
AzPacU,Azusa Pacific University,AzPacU,Whittier,Los Angeles,California,33.965556,-118.024444,1,,,1,,,,1899,1900,1900,,,,,,,,,,,,,,,,,,1
AzPacU,Azusa Pacific University,AzPacU,Berkeley,Alameda,California,37.871667,-122.272778,0,,,1,,,,1899,1900,1900,,,,,,,,,,,,,,,,,,1
PomoC,Pomona College,PomoC,Claremont,Los Angeles,California,34.11,-117.719722,1,,,1,,,,1888,1887,1888,1894,,,,,,,,,,,,,,,,,1
PomoC,Pomona College,PomoC,Pomona,Los Angeles,California,34.060833,-117.755833,0,,,1,,,,1888,1887,1888,1894,,,,,,,,,,,,,,,,,1
PomoC,Pomona College,PomoC,Beaumont,Riverside,California,33.929444,-116.977222,0,,,1,,,,1888,1887,1888,1894,,,,,,,,,,,,,,,,,1
PomoC,Pomona College,PomoC,Lugonia,San Bernardino,California,34.054722,-117.1825,0,,,1,,,,1888,1887,1888,1894,,,,,,,,,,,,,,,,,1
StanU,Stanford University,StanU,Palo Alto,Santa Clara,California,37.429167,-122.138056,1,,,1,,,,1885,1885,1891,,,,,,,,,,,,,,,,,,1
StanU,Stanford University,StanU,Menlo,San Mateo,California,37.452778,-122.183333,0,,,1,,,,1885,1885,1891,,,,,,,,,,,,,,,,,,1
StanU,Stanford University,StanU,Fremont,Alameda,California,37.548333,-121.988611,0,,,1,,,,1885,1885,1891,,,,,,,,,,,,,,,,,,1
StanU,Stanford University,StanU,Rancho Esquon,Butte,California,39.605833,-121.766944,0,,,1,,,,1885,1885,1891,,,,,,,,,,,,,,,,,,1
StanU,Stanford University,StanU,Sacramento,Sacramento,California,38.555556,-121.468889,0,,,1,,,,1885,1885,1891,,,,,,,,,,,,,,,,,,1
StanU,Stanford University,StanU,Rancho Bosquejo,Tehama,California,39.933611,-122.0525,0,,,1,,,,1885,1885,1891,,,,,,,,,,,,,,,,,,1
SJSU,San Jose State University,SJSU,San Jose,Santa Clara,California,37.333333,-121.9,1,,,,1,,,1880,1880,1870,,1,,,,1,,,,,,,,,,,,1
SJSU,San Jose State University,SJSU,Redding,Shasta,California,40.583333,-122.366667,0,,,,1,,,1880,1880,1870,,1,,,,1,,,,,,,,,,,,1
SJSU,San Jose State University,SJSU,Fresno,Fresno,California,36.75,-119.766667,0,,,,1,,,1880,1880,1870,,1,,,,1,,,,,,,,,,,,1
SJSU,San Jose State University,SJSU,Santa Rosa,Sonoma,California,38.448611,-122.704722,0,,,,1,,,1880,1880,1870,,1,,,,1,,,,,,,,,,,,1
SJSU,San Jose State University,SJSU,Los Angeles,Los Angeles,California,34.05,-118.25,0,,,,1,,,1880,1880,1870,,1,,,,1,,,,,,,,,,,,1
UCaB,University of California Berkeley,UCaB,Berkeley,Alameda,California,37.871667,-122.272778,1,,,,,1,1,1857,1857,1860,,1,1,1,,,,,,,,,,,,,,2
UCaB,University of California Berkeley,UCaB,Oakland,Alameda,California,37.804444,-122.270833,0,,,,,1,1,1857,1857,1860,,1,1,1,,,,,,,,,,,,,,2
UCaB,University of California Berkeley,UCaB,San Pablo,Contra Costa,California,37.962222,-122.345556,0,,,,,1,1,1857,1857,1860,,1,1,1,,,,,,,,,,,,,,2
UCaB,University of California Berkeley,UCaB,Napa,Napa,California,38.304722,-122.298889,0,,,,,1,1,1857,1857,1860,,1,1,1,,,,,,,,,,,,,,2
UCaB,University of California Berkeley,UCaB,San Jose,Santa Clara,California,37.333333,-121.9,0,,,,,1,1,1857,1857,1860,,1,1,1,,,,,,,,,,,,,,1
UCaDav,University of California Davis,UCaDav,Davisville,Yolo,California,38.553889,-121.738056,1,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,2
UCaDav,University of California Davis,UCaDav,Woodland,Yolo,California,38.678611,-121.773333,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,2
UCaDav,University of California Davis,UCaDav,Walnut Creek,Contra Costa,California,37.906389,-122.065,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,2
UCaDav,University of California Davis,UCaDav,Suisun,Solano,California,38.245,-122.016944,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,2
UCaDav,University of California Davis,UCaDav,,Alameda,California,37.65,-121.91,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,1
UCaDav,University of California Davis,UCaDav,,San Joaquin,California,37.9176,-121.171,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,1
UCaDav,University of California Davis,UCaDav,,Stanislaus,California,37.56,-120.99,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,1
UCaDav,University of California Davis,UCaDav,,Merced,California,37.19,-120.71,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,1
UCaDav,University of California Davis,UCaDav,,Fresno,California,36.75,-119.65,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,1
UCaDav,University of California Davis,UCaDav,,Butte,California,39.66,-121.6,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,1
UCaDav,University of California Davis,UCaDav,,Glenn,California,39.59,-122.39,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,1
UCaDav,University of California Davis,UCaDav,,Santa Clara,California,37.36,-121.97,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,1
UCaDav,University of California Davis,UCaDav,,Monterey,California,36.24,-121.31,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,1
UCaDav,University of California Davis,UCaDav,,Santa Cruz,California,37.03,-122.01,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,1
UCaDav,University of California Davis,UCaDav,,Sonoma,California,38.51,-122.93,0,,,1,1,,,1906,1905,1906,,1,,1,,,,,,,,,389874.77,,,,,1
UCaSD,University of California San Diego,UCaSD,La Jolla,San Diego,California,32.84,-117.276944,1,,,1,,,1,1905,1956,1960,,1,,1,,,,,,,,,,500,,,,1
UCaSD,University of California San Diego,UCaSD,San Pedro,Los Angeles,California,33.74,-118.29,0,,,1,,,1,1905,1956,1960,,1,,1,,,,,,,,,,,,,,1
UCaIrv,University of California Irvine,UCaIrv,Irvine,Orange,California,33.669444,-117.832056,1,,,1,,,,1960,1960,1965,,1,,1,,,,,,,,,,,,,,1
UCaIrv,University of California Irvine,UCaIrv,,Los Angeles,California,34.3,-118.15,0,,,1,,,,1960,1960,1965,,1,,1,,,,,,,,,,,,,,1
UCaSCr,University of California Santa Cruz,UCaSCr,Santa Cruz,Santa Cruz,California,36.971944,-122.026389,1,,,1,,,,1961,1960,1965,,1,,1,,,,,,,,,,,,,,1
UCaSCr,University of California Santa Cruz,UCaSCr,Almaden Valley,Santa Clara,California,37.2214,-121.8622,0,,,1,,,,1961,1960,1965,,1,,1,,,,,,,,,,,,,,1
UPac1,University of the Pacific,UPac,Santa Clara,Santa Clara,California,37.354444,-121.969167,1,,,1,,,,1851,1851,,1858,,,,,,,,,,,,,,,,,1
UPac1,University of the Pacific,UPac,San Francisco,San Francisco,California,37.783333,-122.416667,0,,,1,,,,1851,1851,,1858,,,,,,,,,,,,,,,,,1
UPac1,University of the Pacific,UPac,San Jose,Santa Clara,California,37.333333,-121.9,0,,,1,,,,1851,1851,,1858,,,,,,,,,,,,,,,,,1
UPac1,University of the Pacific,UPac,Vallejo,Solano,California,38.113056,-122.235833,0,,,1,,,,1851,1851,,1858,,,,,,,,,,,,,,,,,1
UPac2,University of the Pacific,UPac,San jose,Santa Clara,California,37.333333,-121.9,1,,,1,,,,1867,1851,,,,,,,,,,,,,,,,,,,1
UPac2,University of the Pacific,UPac,Santa Clara,Santa Clara,California,37.354444,-121.969167,0,,,1,,,,1867,1851,,,,,,,,,,,,,,,,,,,1
UPac3,University of the Pacific,UPac,Stockton,San Joaquin,California,37.975556,-121.300833,1,,,,1,,,1921,1851,1924,,,,,,,,,,,,,,150000,,,,1
UPac3,University of the Pacific,UPac,Santa Cruz,Santa Cruz,California,36.971944,-122.026389,0,,,,1,,,1921,1851,1924,,,,,,,,,,,,,,,,,,1
UPac3,University of the Pacific,UPac,Oakland,Alameda,California,37.804444,-122.270833,0,,,,1,,,1921,1851,1924,,,,,,,,,,,,,,,,,,1
UPac3,University of the Pacific,UPac,Lodi,San Joaquin,California,38.128889,-121.280833,0,,,,1,,,1921,1851,1924,,,,,,,,,,,,,,,,,,1
UPac3,University of the Pacific,UPac,Turlock,Stanislaus,California,37.505833,-120.848889,0,,,,1,,,1921,1851,1924,,,,,,,,,,,,,,,,,,1
UPac3,University of the Pacific,UPac,Modesto,Stanislaus,California,37.661389,-120.994444,0,,,,1,,,1921,1851,1924,,,,,,,,,,,,,,,,,,1
UPac3,University of the Pacific,UPac,Sacramento,Sacramento,California,38.555556,-121.468889,0,,,,1,,,1921,1851,1924,,,,,,,,,,,,,,,,,,1
ColorC,Colorado College,ColorC,Colorado Springs,El Paso,Colorado,38.833333,-104.816667,1,,,,1,,,1874,1874,1874,,,,,,,,,,,,,,10000,,,,1
ColorC,Colorado College,ColorC,Denver,Denver,Colorado,39.76185,-104.881105,0,,,,1,,,1874,1874,1874,,,,,,,,,,,,,,,,,,1
ColorC,Colorado College,ColorC,Greeley,Weld,Colorado,40.416667,-104.716667,0,,,,1,,,1874,1874,1874,,,,,,,,,,,,,,,,,,1
CoSU,Colorado State University,CoSU,Fort Collins,Larimer,Colorado,40.559167,-105.078056,1,,1,1,,,,1874,1870,1879,,1,,1,,,,,,,,,1000,,,,,1
CoSU,Colorado State University,CoSU,Greeley,Weld,Colorado,40.416667,-104.716667,0,,1,1,,,,1874,1870,1879,,1,,1,,,,,,,,,1000,,,,,1
UCo,University of Colorado,UCo,Boulder,Boulder,Colorado,40.027435,-105.251945,1,,1,,,,,1874,1874,1877,,1,1,,,,,,,1,Public University,,15000,15000,,,,2
UCo,University of Colorado,UCo,Canon City,Fremont,Colorado,38.441889,-105.220891,0,,1,,,,,1874,1874,1877,,1,1,,,,,,,1,Penitentiary,,15000,,,,,2
UCo,University of Colorado,UCo,Georgia Gulch,Clear Creek,Colorado,39.4992,-105.9492,0,,1,,,,,1874,1874,1877,,1,1,,,,,,,,,,15000,,,,,1
UCo,University of Colorado,UCo,Conejos,Conejos,Colorado,37.088611,-106.02,0,,1,,,,,1874,1874,1877,,1,1,,,,,,,,,,15000,,,,,1
UCo,University of Colorado,UCo,Denver,Denver,Colorado,39.76185,-104.881105,0,,1,,,,,1874,1874,1877,,1,1,,,,,,,,,,15000,,,,,1
UCo,University of Colorado,UCo,McNulty,Eagle,Colorado,39.3927657,-106.1869671,0,,1,,,,,1874,1874,1877,,1,1,,,,,,,,,,15000,,,,,1
UCo,University of Colorado,UCo,Golden,Jefferson,Colorado,39.746944,-105.210833,0,,1,,,,,1874,1874,1877,,1,1,,,,,,,,,,15000,,,,,1
UCo,University of Colorado,UCo,Bradford,Jefferson,Colorado,,,0,,1,,,,,1874,1874,1877,,1,1,,,,,,,,,,15000,,,,,1
UCo,University of Colorado,UCo,Pueblo,Pueblo,Colorado,38.266944,-104.620278,0,,1,,,,,1874,1874,1877,,1,1,,,,,,,,,,15000,,,,,1
UCoDe,University of Colorado Denver,UCoDe,Denver,Denver,Colorado,39.76185,-104.881105,1,,,1,,,,1910,1912,1912,,1,,,,,,,,,,,,,,,,1
UCoDe,University of Colorado Denver,UCoDe,Boulder,Boulder,Colorado,40.027435,-105.251945,0,,,1,,,,1910,1912,1912,,1,,,,,,,,,,,,,,,,1
WSCoU,Western State Colorado University,WSCoU,Gunnison,Gunnison,Colorado,38.544444,-106.928333,1,,1,,,,,1909,1909,1911,,1,,,,1,,,,,,,50000,,,,,2
WSCoU,Western State Colorado University,WSCoU,Grand Junction,Mesa,Colorado,39.066667,-108.566667,0,,1,,,,,1909,1909,1911,,1,,,,1,,,,,,,50000,,,,,2
WSCoU,Western State Colorado University,WSCoU,Glenwood Springs,Garfield,Colorado,39.55,-107.316667,0,,1,,,,,1909,1909,1911,,1,,,,1,,,,,,,50000,,,,,2
WSCoU,Western State Colorado University,WSCoU,Durango,La Plata,Colorado,37.273267,-107.871692,0,,1,,,,,1909,1909,1911,,1,,,,1,,,,,,,50000,,,,,1
WSCoU,Western State Colorado University,WSCoU,Montrose,Montrose,Colorado,38.476944,-107.865556,0,,1,,,,,1909,1909,1911,,1,,,,1,,,,,,,50000,,,,,1
WSCoU,Western State Colorado University,WSCoU,Delta,Delta,Colorado,38.757372,-108.087959,0,,1,,,,,1909,1909,1911,,1,,,,1,,,,,,,50000,,,,,1
WSCoU,Western State Colorado University,WSCoU,Trinidad,Las Animas,Colorado,37.170833,-104.506389,0,,1,,,,,1909,1909,1911,,1,,,,1,,,,,,,50000,,,,,1
WSCoU,Western State Colorado University,WSCoU,Pueblo,Pueblo,Colorado,38.266944,-104.620278,0,,1,,,,,1909,1909,1911,,1,,,,1,,,,,,,50000,,,,,1
TriniC,Trinity College,TriniC,Hartford,Hartford,Connecticut,41.7625,-72.674167,1,,1,,1,,,1824,1823,1824,,,,,,,,,,,,,,20000,,9,1,2
TriniC,Trinity College,TriniC,Middletown,Middlesex,Connecticut,41.562222,-72.650833,0,,1,,1,,,1824,1823,1824,,,,,,,,,,,,,,,,5,1,2
TriniC,Trinity College,TriniC,New Haven,New Haven,Connecticut,41.31,-72.923611,0,,1,,1,,,1824,1823,1824,,,,,,,,,,,,,,,,2,1,1
TriniC,Trinity College,TriniC,New London,New London,Connecticut,41.355556,-72.099444,0,,1,,1,,,1824,1823,1824,,,,,,,,,,,,,,,,0,1,1
TriniC,Trinity College,TriniC,Wethersfield,Hartford,Connecticut,41.714167,-72.6525,0,,1,,1,,,1824,1823,1824,,,,,,,,,,,,,,,,0,1,1
UConn,University of Connecticutt,UConn,Storrs,Tolland,Connecticut,41.808333,-72.249444,1,1,1,,,,,1893,1881,,,1,1,1,,,,,,1,Land Grant College,,,,,,,1
UConn,University of Connecticutt,UConn,New Haven,New Haven,Connecticut,41.31,-72.923611,0,1,1,,,,,1893,1881,,,1,1,1,,,,,,1,Monetary,,154604,,,,,1
WesU,Wesleyan University,WesU,Middletown,Middlesex,Connecticut,41.562222,-72.650833,1,,,,1,,,1829,1829,1831,,,,,,,,,,,,,,50000,,,,1
WesU,Wesleyan University,WesU,Bridgeport,Fairfield,Connecticut,41.186389,-73.195556,0,,,,1,,,1829,1829,1831,,,,,,,,,,,,,,,,,,1
WesU,Wesleyan University,WesU,Troy,Rennselaer,New York,42.731667,-73.6925,0,,,,1,,,1829,1829,1831,,,,,,,,,,,,,,,,,,1
YaleU,Yale University,YaleU,New Haven,New Haven,Connecticut,41.31,-72.923611,1,,,,1,,,1717,1685,1717,,,,,,,,,,,,,,,,4,4,1
YaleU,Yale University,YaleU,Hartford,Hartford,Connecticut,41.7625,-72.674167,0,,,,1,,,1717,1685,1717,,,,,,,,,,,,,,,,2,4,1
YaleU,Yale University,YaleU,Saybrook,Middlesex,Connecticut,41.293889,-72.3825,0,,,,1,,,1717,1685,1717,,,,,,,,,,,,,,,,,4,1
UDe,University of Delaware,UDe,Newark,New Castle,Delaware,39.683611,-75.749722,1,1,1,,,,,1820,1755,1755,,1,1,1,,,,,,,,,,,,,,1
UDe,University of Delaware,UDe,Wilmington,New Castle,Delaware,39.745833,-75.546667,0,1,1,,,,,1820,1755,1755,,1,1,1,,,,,,,,,,,,,,1
UDe,University of Delaware,UDe,New Castle,New Castle,Delaware,39.661944,-75.566389,0,1,1,,,,,1820,1755,1755,,1,1,1,,,,,,,,,,,,,,1
UDe,University of Delaware,UDe,Dover,Kent,Delaware,39.158056,-75.524444,0,1,1,,,,,1820,1755,1755,,1,1,1,,,,,,,,,,,,,,1
CathUA,Catholic University of America,CathUA,Brookland,Washington,District of Columbia,38.904722,-77.016389,1,,,1,,,,1885,1885,1889,,,,,,,,,,,,,300000,,,,,1
CathUA,Catholic University of America,CathUA,South Orange,Essex,New Jersey,40.748811,-74.261513,0,,,1,,,,1885,1885,1889,,,,,,,,,,,,,300000,,,,,1
FAMU,Florida Agricultural and Mechanical University,FAMU,Tallahassee,Leon,Florida,30.455,-84.253333,1,,1,,,,,1887,1887,1887,,1,,1,,1,1,,,,,,,,,,,1
FAMU,Florida Agricultural and Mechanical University,FAMU,Gainesville,Alachua,Florida,29.651997,-82.324992,0,,1,,,,,1887,1887,1887,,1,,1,,1,1,,,,,,,,,,,1
FAMU,Florida Agricultural and Mechanical University,FAMU,Jacksonville,Duval,Florida,30.336944,-81.661389,0,,1,,,,,1887,1887,1887,,1,,1,,1,1,,,,,,,,,,,1
FAMU,Florida Agricultural and Mechanical University,FAMU,Ocala,Marion,Florida,29.187778,-82.130556,0,,1,,,,,1887,1887,1887,,1,,1,,1,1,,,,,,,,,,,1
